,countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k
9848,ROU,Romania,New Leu,1998,178795.671875,186202.390625,22.466286,11.097100257873535,1859.1493253018625,2.905147075653076,160258.953125,183751.265625,170526.265625,178097.890625,579774.625,0.010000352747738361,0.4682612717151642,0.4743596911430359,249021.953125,180972.0625,224888.6875,967650.75,0.5152163505554199,0.6384790539741516,0.5535320043563843,0.5084434747695923,0.09675939381122589,0.057436779141426086,0.8875575833333333,0.23379726707935333,0.24616739153862,0.23570188879966736,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.660794198513031,0.13190676271915436,0.23904210329055786,0.10682880878448486,-0.14521661400794983,0.0066447206772863865,0.2742368280887604,0.3305535316467285,0.12200848758220673,0.43629443645477295,0.45762404799461365,0.22553543746471405,0.6039356589317322
9849,ROU,Romania,New Leu,1999,179916.1875,185436.109375,22.298125,11.022000312805176,1850.0446778130902,2.92126202583313,158337.890625,180196.75,172409.9375,178055.484375,646719.75,0.01088203676044941,0.44091033935546875,0.43376803398132324,248083.890625,179693.5625,218641.875,971091.25,0.5195088982582092,0.6352992057800293,0.5375009179115295,0.47023624181747437,0.10910426080226898,0.057255204766988754,1.53328375,0.20257693529129028,0.20986834168434143,0.2032141238451004,Benchmark,Benchmark,Market-based,Regular,Regular,,75.55555555555556,0.6258967518806458,0.12276435643434525,0.26336470246315,0.1098879873752594,-0.12904660403728485,0.007132771424949169,0.23268067836761475,0.26268470287323,0.13103418052196503,0.43457546830177307,0.4524115025997162,0.1746523380279541,0.489035427570343
9850,ROU,Romania,New Leu,2000,181615.71875,189927.8125,22.137418999999998,10.897600173950195,1852.9989973634372,2.9374661445617676,158246.65625,184005.671875,174774.828125,182767.53125,636310.75,0.009894260205328465,0.4524022340774536,0.4381275475025177,254189.890625,181365.75,229051.3125,976757.375,0.526626706123352,0.6478420495986938,0.5604149699211121,0.5217393040657043,0.09055552631616592,0.057271528989076614,2.1708720833333333,0.20218946039676666,0.2142128199338913,0.20484495162963867,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5957460999488831,0.1409386545419693,0.27008959650993347,0.13552775979042053,-0.16128256916999817,0.0189804807305336,0.2348247617483139,0.2880765497684479,0.13020463287830353,0.41850996017456055,0.4428672790527344,0.18600216507911682,0.4863660931587219
9851,ROU,Romania,New Leu,2001,193632.875,205140.34375,21.989349999999998,10.807499885559082,1852.4804594034138,2.9506096839904785,171846.921875,201715.96875,187498.96875,198065.953125,616688.0625,0.008762326091527939,0.507197916507721,0.4956722557544708,267454.0,192029.953125,247457.484375,986961.5,0.5372359752655029,0.6767988204956055,0.6011421084403992,0.542675793170929,0.08332546055316925,0.0575602687895298,2.9060791666666663,0.20130425691604614,0.2171592265367508,0.20557360351085663,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.6173813939094543,0.15080353617668152,0.2502433955669403,0.13995316624641418,-0.18488794565200806,0.02650642581284046,0.22984768450260162,0.30837833881378174,0.130884051322937,0.410714715719223,0.4246753752231598,0.20735043287277222,0.5583740472793579
9852,ROU,Romania,New Leu,2002,202453.21875,212188.671875,21.853272999999998,9.767600059509277,1867.176176897607,2.9638121128082275,177536.34375,207928.609375,196901.34375,205682.453125,584055.0625,0.008307049050927162,0.5629681348800659,0.5418520569801331,282706.78125,202103.78125,258924.0,999472.125,0.550703763961792,0.7414425611495972,0.6518980860710144,0.5231764316558838,0.08780734986066818,0.05804680287837982,3.3055429999999997,0.21624678373336792,0.23450301587581635,0.22449147701263428,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.6149140000343323,0.14776305854320526,0.248243510723114,0.1598125696182251,-0.201054185628891,0.030321069061756134,0.2494778335094452,0.34114664793014526,0.1339314877986908,0.4221307635307312,0.4319286346435547,0.25252673029899597,0.654306948184967
9853,ROU,Romania,New Leu,2003,211407.8125,222644.671875,21.720406999999998,9.367899894714355,1837.0598992622317,2.9770731925964355,189513.75,222433.21875,207055.40625,217121.65625,595267.8125,0.008598394691944122,0.5903689861297607,0.5741440653800964,289325.40625,209790.296875,271312.90625,1016347.6875,0.5668620467185974,0.7696378827095032,0.6928455233573914,0.5216968655586243,0.09422183781862259,0.058772698044776917,3.3200070833333335,0.267585813999176,0.2891382873058319,0.27573317289352417,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5957723259925842,0.151617631316185,0.27707359194755554,0.17499320209026337,-0.23184062540531158,0.03238392248749733,0.30463019013404846,0.4132135510444641,0.1879318207502365,0.4636963903903961,0.47684261202812195,0.3078075647354126,0.7677708864212036
9854,ROU,Romania,New Leu,2004,235347.3125,248148.625,21.577885,9.282899856567383,1886.5805714285714,2.990394115447998,209990.0625,252157.34375,231464.90625,242802.640625,633076.8125,0.009162746369838715,0.6238320469856262,0.6115105748176575,319496.5625,236308.5,308162.09375,1038049.1875,0.5856395959854126,0.8271250128746033,0.7658616304397583,0.49899986386299133,0.11255590617656708,0.05981236696243286,3.263656833333333,0.3072569668292999,0.3292835056781769,0.3139075040817261,Benchmark,Benchmark,Market-based,Regular,Regular,,88.8888888888889,0.6371200680732727,0.17366893589496613,0.22773894667625427,0.1903371661901474,-0.25989049673080444,0.031025374308228493,0.33827370405197144,0.4389740526676178,0.22048483788967133,0.5081827044487,0.5176324844360352,0.34216630458831787,0.8911498785018921
9855,ROU,Romania,New Leu,2005,239571.375,255695.6875,21.417291,9.11460018157959,1876.9961022371192,3.003774404525757,218553.421875,265353.25,240595.6875,250005.703125,692436.6875,0.010191625915467739,0.6030665636062622,0.5937594175338745,334411.15625,260999.703125,333888.0,1065861.625,0.610709547996521,0.8565496802330017,0.820991575717926,0.5282033681869507,0.10312893986701965,0.061017926782369614,2.9136531666666667,0.3935384452342987,0.4092108905315399,0.3938084840774536,Benchmark,Benchmark,Market-based,Regular,Regular,0.6871637709312511,93.3333333333333,0.6518822908401489,0.18719500303268433,0.22231148183345795,0.21352536976337433,-0.30134502053260803,0.02643088810145855,0.429639607667923,0.48240065574645996,0.2876792550086975,0.5194504857063293,0.5370849967002869,0.4044364094734192,0.8865082859992981
9856,ROU,Romania,New Leu,2006,278096.96875,292077.90625,21.234305,9.291199684143066,1836.0745405364953,3.022711992263794,240921.421875,311455.5625,277735.25,287379.46875,838499.0,0.012520340271294117,0.6202579140663147,0.6281524896621704,361260.4375,281132.78125,377203.78125,1111236.0,0.6493993997573853,0.8969907760620117,0.8991035223007202,0.5178228616714478,0.11207784712314606,0.06269396096467972,2.808983333333334,0.42886435985565186,0.4393526315689087,0.4246083199977875,Benchmark,Benchmark,Market-based,Regular,Regular,,96.6666666666667,0.6194318532943726,0.2454390823841095,0.2189071625471115,0.20460756123065948,-0.32079654932022095,0.032410915940999985,0.47127413749694824,0.47517716884613037,0.30885931849479675,0.5499323606491089,0.5543534755706787,0.3999837636947632,0.8623054027557373
9857,ROU,Romania,New Leu,2007,322000.78125,327959.03125,21.034188999999998,9.353300094604492,1839.9407697820498,3.04176926612854,272411.40625,365976.15625,320796.75,323696.53125,951230.125,0.013774441555142403,0.6620656251907349,0.7067979574203491,387393.3125,313620.59375,435271.25,1203351.625,0.7163243889808655,0.907982349395752,0.9793802499771118,0.45581579208374023,0.14062058925628662,0.06498491764068604,2.43825,0.5303230881690979,0.5442348718643188,0.5393595099449158,Benchmark,Benchmark,Market-based,Regular,Regular,,96.6666666666667,0.6253122687339783,0.28905078768730164,0.216251939535141,0.20469939708709717,-0.3644874095916748,0.029172969982028008,0.5809746384620667,0.5847386121749878,0.3838596045970917,0.6076731085777283,0.5928482413291931,0.48513028025627136,1.2052398920059204
9858,ROU,Romania,New Leu,2008,378292.5625,382007.84375,20.829517,9.369099617004395,1835.2521075744462,3.060946226119995,311563.8125,428246.28125,379435.28125,374160.8125,1168628.875,0.0161245409399271,0.7026276588439941,0.7646090388298035,423449.84375,339205.28125,474401.53125,1313915.75,0.7921335101127625,0.9388411045074463,1.0097230672836304,0.4902972877025604,0.12806344032287598,0.06708226352930069,2.518858333333333,0.5487250089645386,0.5648319721221924,0.5727942585945129,Benchmark,Benchmark,Market-based,Regular,Regular,,96.6666666666667,0.6117483973503113,0.3118511438369751,0.2209518849849701,0.1908928006887436,-0.3627685010433197,0.02732429839670658,0.5982155203819275,0.6078406572341919,0.4117007851600647,0.6935827732086182,0.6112331748008728,0.4850812554359436,1.1630326509475708
9859,ROU,Romania,New Leu,2009,374256.25,371476.5,20.637991,9.243499755859375,1815.4971110445708,3.080244541168213,302425.3125,397437.25,373441.375,368177.65625,1334738.5,0.01828612945973873,0.6589862108230591,0.6913062334060669,400086.34375,319241.53125,423324.78125,1355360.25,0.8175527453422546,0.8796195387840271,0.8934719562530518,0.44414836168289185,0.12873490154743195,0.06781113147735596,3.049325,0.4561130702495575,0.4662104547023773,0.472875714302063,Benchmark,Benchmark,Market-based,Regular,Regular,,95.5555555555556,0.5867317914962769,0.2580600678920746,0.23467954993247986,0.16843533515930176,-0.2619688808917999,0.0140621243044734,0.5087535977363586,0.4983506500720978,0.32450440526008606,0.655026376247406,0.562526285648346,0.3779447078704834,0.895832896232605
9860,ROU,Romania,New Leu,2010,379282.53125,378044.59375,20.471864,8.712800025939941,1840.6689894671695,3.0996644496917725,312706.40625,403823.46875,379397.0625,373174.1875,1396356.5,0.01931709237396717,0.6520724892616272,0.6804916262626648,384478.0625,305421.34375,407895.6875,1391894.125,0.8346284031867981,0.8514620065689087,0.8671793341636658,0.4908525049686432,0.10525531321763992,0.06699257344007492,3.1779,0.4215092360973358,0.43812984228134155,0.44543594121932983,Benchmark,Benchmark,Market-based,Regular,Regular,,95.5555555555556,0.5884990096092224,0.24416765570640564,0.24946466088294983,0.19961705803871155,-0.29312634468078613,0.011377939023077488,0.4830547273159027,0.49517038464546204,0.2763204872608185,0.6633387207984924,0.5668545365333557,0.3605861961841583,0.7093163132667542
9861,ROU,Romania,New Leu,2011,379767.125,377451.375,20.336717999999998,8.528200149536133,1849.269245661586,3.118466377258301,304408.46875,404351.28125,382154.625,371665.90625,1653618.125,0.022184155881404877,0.6051123738288879,0.6317058801651001,392195.21875,308164.625,415580.46875,1434261.125,0.8593105673789978,0.8598241209983826,0.8746383786201477,0.46492549777030945,0.10940726101398468,0.06627847999334335,3.04860833333333,0.4682117700576782,0.48002204298973083,0.4935687184333801,Benchmark,Benchmark,Market-based,Regular,Regular,0.6478626654580831,95.5555555555556,0.5888321995735168,0.2689049541950226,0.230205699801445,0.2391357123851776,-0.34353283047676086,0.01645427756011486,0.5317373871803284,0.5159940719604492,0.3057226240634918,0.7053667306900024,0.5981016159057617,0.35129842162132263,0.6988555788993835
9862,ROU,Romania,New Leu,2012,396589.0,397241.375,20.227469,8.60509967803955,1811.5428036042706,3.137382745742798,317738.46875,419088.96875,398659.5625,390292.0625,1796223.5,0.023850783705711365,0.604291558265686,0.6234643459320068,400341.71875,317196.59375,418802.78125,1479161.875,0.8796063661575317,0.8688420057296753,0.8725405931472778,0.4488770365715027,0.11523720622062683,0.06559411436319351,3.4682,0.42120087146759033,0.42942970991134644,0.43863630294799805,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.5919259540092723,92.2222222222222,0.5898557901382446,0.2596786320209503,0.22424858808517456,0.21724456548690796,-0.31195318698883057,0.020925644785165787,0.4733162820339203,0.45522746443748474,0.2841183543205261,0.6829240322113037,0.5770683288574219,0.30352210998535156,0.6031832098960876
9863,ROU,Romania,New Leu,2013,405579.21875,397416.875,20.132776,8.549099922180176,1806.4569281396598,3.1564135551452637,307315.03125,408464.15625,405310.1875,390473.3125,1718680.75,0.0223990585654974,0.6182042360305786,0.6257718205451965,414411.875,316461.59375,418304.3125,1515920.5,0.899544358253479,0.8896459341049194,0.8620718121528625,0.44848644733428955,0.1253182590007782,0.06472305953502655,3.32791666666667,0.4672090411186218,0.47111597657203674,0.4890170395374298,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.6432722758010851,86.6666666666667,0.5753945112228394,0.2590423822402954,0.21163758635520935,0.23926043510437012,-0.31720149517059326,0.03186659514904022,0.5194544196128845,0.48298612236976624,0.3251657485961914,0.7051814198493958,0.5930321216583252,0.3269093632698059,0.688320517539978
9864,ROU,Romania,New Leu,2014,414716.78125,407227.875,20.03593,8.613699913024902,1792.5335278993814,3.1755597591400146,317795.03125,416464.4375,414640.8125,400302.375,1655918.375,0.02126212604343891,0.6388137340545654,0.6417679786682129,428546.65625,330478.34375,433706.4375,1554817.5,0.9239668250083923,0.9041038155555725,0.8783794045448303,0.4459574818611145,0.1343754231929779,0.06456214934587479,3.349175,0.4758731722831726,0.4814487397670746,0.4986937940120697,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.652187905210083,87.7777777777778,0.5806906223297119,0.24648715555667877,0.21319684386253357,0.2422625571489334,-0.31836962699890137,0.035732418298721313,0.528342604637146,0.49940648674964905,0.3329606056213379,0.7205519676208496,0.611162543296814,0.33667445182800293,0.7314894199371338
9865,ROU,Romania,New Leu,2015,439606.8125,429855.6875,19.925175,8.535400390625,1785.671088590966,3.194822311401367,335791.875,440627.28125,437905.84375,427424.71875,1632861.375,0.020326053723692894,0.6859528422355652,0.6817951202392578,445137.90625,346208.90625,456554.6875,1601936.5,0.9482334852218628,0.9285232424736023,0.914233386516571,0.4425516724586487,0.14305730164051056,0.06404642015695572,4.00566666666667,0.3999459147453308,0.4062401056289673,0.41620180010795593,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.6464790406451287,82.2222333333333,0.5801125168800354,0.24527223408222198,0.2055038958787918,0.21569447219371796,-0.29238030314445496,0.045797139406204224,0.4430287778377533,0.42640072107315063,0.27832821011543274,0.657370388507843,0.5589930415153503,0.2938390076160431,0.66156005859375
9866,ROU,Romania,New Leu,2016,464053.65625,451741.8125,19.796284999999997,8.448800086975098,1809.0284236499951,3.2142016887664795,365400.1875,465770.1875,461493.1875,451467.25,1594981.875,0.01950802095234394,0.7296632528305054,0.7272339463233948,466508.125,370060.15625,480040.46875,1647437.375,0.9738376140594482,0.9552513957023621,0.9436314702033997,0.47119396924972534,0.14625480771064758,0.06282412260770798,4.05918333333333,0.4002724289894104,0.40844571590423584,0.41751623153686523,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.6510364074252901,77.7778,0.5993616580963135,0.2223195880651474,0.20999976992607117,0.2142994999885559,-0.2951950430870056,0.04921450838446617,0.43541067838668823,0.43820083141326904,0.29998403787612915,0.6571733951568604,0.5597967505455017,0.2962256968021393,0.67100590467453
9867,ROU,Romania,New Leu,2017,509684.40625,499683.65625,19.653969,8.670599937438965,1785.7967605894892,3.233698606491089,402928.53125,520510.0,509684.40625,499683.65625,1696858.625,0.020639639347791672,0.7648168802261353,0.7663683891296387,499683.6875,402928.53125,520510.0,1696858.625,1.0,1.0,1.0,0.4897906482219696,0.1456601470708847,0.061479195952415466,4.05249166666667,0.41347044706344604,0.4153469502925873,0.4236597716808319,Benchmark,Benchmark,Market-based,Regular,Regular,0.6565273379229788,81.1111333333333,0.5977607369422913,0.23531180620193481,0.20860649645328522,0.20987804234027863,-0.29971542954444885,0.048158351331949234,0.44642654061317444,0.42177730798721313,0.3190348744392395,0.6734539866447449,0.5696883797645569,0.30533185601234436,0.6630541682243347
9868,ROU,Romania,New Leu,2018,532979.0625,516810.5,19.506114,8.68850040435791,1787.7663730725665,3.2533135414123535,427391.71875,548318.1875,532345.8125,517001.84375,1732949.75,0.020811475813388824,0.770165205001831,0.7853703498840332,521853.875,427907.75,550004.25,1743728.75,1.0239814519882202,1.0272818803787231,1.0393763780593872,0.5045833587646484,0.14682380855083466,0.06025019288063049,3.94161666666667,0.4536604583263397,0.45388907194137573,0.46735990047454834,Extrapolated,Benchmark,Market-based,Regular,Regular,,81.1111333333333,0.6194628477096558,0.23389948904514313,0.20721061527729034,0.21835237741470337,-0.322589248418808,0.04366388916969299,0.4789639711380005,0.45469698309898376,0.37801483273506165,0.7093508839607239,0.5868693590164185,0.3317309617996216,0.6878865957260132
9869,ROU,Romania,New Leu,2019,558259.5625,540045.75,19.364556999999998,8.680299758911133,1791.7354291728834,3.273047924041748,453761.0625,578471.9375,556987.0625,541634.25,1805810.125,0.020978590473532677,0.7846875190734863,0.8060154318809509,543143.125,453782.9375,580762.5,1816084.375,1.0637723207473755,1.045317530632019,1.0729973316192627,0.5045833587646484,0.14884111285209656,0.05936400964856148,4.237925,0.44600337743759155,0.44897985458374023,0.46170634031295776,Extrapolated,Extrapolated,Market-based,Regular,Regular,,78.8888666666667,0.6263034343719482,0.23024925589561462,0.2114594280719757,0.206364706158638,-0.31316226720809937,0.03878537192940712,0.4688088893890381,0.45980972051620483,0.378457635641098,0.6915616989135742,0.5697715878486633,0.32675424218177795,0.6838673949241638
9870,RUS,Russian Federation,Russian Ruble,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9871,RUS,Russian Federation,Russian Ruble,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9872,RUS,Russian Federation,Russian Ruble,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9873,RUS,Russian Federation,Russian Ruble,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9874,RUS,Russian Federation,Russian Ruble,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9875,RUS,Russian Federation,Russian Ruble,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9876,RUS,Russian Federation,Russian Ruble,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9877,RUS,Russian Federation,Russian Ruble,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9878,RUS,Russian Federation,Russian Ruble,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9879,RUS,Russian Federation,Russian Ruble,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880,RUS,Russian Federation,Russian Ruble,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9881,RUS,Russian Federation,Russian Ruble,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9882,RUS,Russian Federation,Russian Ruble,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883,RUS,Russian Federation,Russian Ruble,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9884,RUS,Russian Federation,Russian Ruble,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9885,RUS,Russian Federation,Russian Ruble,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9886,RUS,Russian Federation,Russian Ruble,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9887,RUS,Russian Federation,Russian Ruble,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9888,RUS,Russian Federation,Russian Ruble,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889,RUS,Russian Federation,Russian Ruble,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890,RUS,Russian Federation,Russian Ruble,1970,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9891,RUS,Russian Federation,Russian Ruble,1971,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9892,RUS,Russian Federation,Russian Ruble,1972,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9893,RUS,Russian Federation,Russian Ruble,1973,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9894,RUS,Russian Federation,Russian Ruble,1974,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9895,RUS,Russian Federation,Russian Ruble,1975,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9896,RUS,Russian Federation,Russian Ruble,1976,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9897,RUS,Russian Federation,Russian Ruble,1977,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9898,RUS,Russian Federation,Russian Ruble,1978,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9899,RUS,Russian Federation,Russian Ruble,1979,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,RUS,Russian Federation,Russian Ruble,1980,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9901,RUS,Russian Federation,Russian Ruble,1981,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9902,RUS,Russian Federation,Russian Ruble,1982,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9903,RUS,Russian Federation,Russian Ruble,1983,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,RUS,Russian Federation,Russian Ruble,1984,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9905,RUS,Russian Federation,Russian Ruble,1985,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9906,RUS,Russian Federation,Russian Ruble,1986,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9907,RUS,Russian Federation,Russian Ruble,1987,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,RUS,Russian Federation,Russian Ruble,1988,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9909,RUS,Russian Federation,Russian Ruble,1989,,,,,,,,,,,,,,,,,,,,,,0.5192491412162781,,,,,,,,,,,,,,,,,,,,,,,,,,
9910,RUS,Russian Federation,Russian Ruble,1990,2403880.5,2493859.5,147.53156099999998,75.27922821044922,,2.7233734130859375,1331972.5,2284154.75,2272048.75,2281743.25,14899058.0,,,,3265563.25,1635538.625,2969259.0,20220170.0,,,,0.5192491412162781,0.08391323685646057,0.03553202375769615,0.0010480117069529165,0.2953323721885681,0.25266531109809875,0.25159183144569397,Extrapolated,Extrapolated,Estimated,Regular,Outlier,,,0.33551642298698425,0.4173046946525574,0.24823570251464844,0.1263565868139267,-0.09239349514245987,-0.03501994162797928,0.3645005226135254,0.19297994673252106,0.20184440910816193,0.32949748635292053,0.3697658181190491,0.12404171377420425,
9911,RUS,Russian Federation,Russian Ruble,1991,2217229.75,2438441.25,147.99559299999999,74.03527069091797,,2.7559056282043457,1255914.125,2061994.125,2096195.625,2175485.25,15411326.0,,,,3102289.5,1557960.125,2710287.25,20948438.0,,,,0.5192491412162781,0.08324173837900162,0.03602012246847153,0.0023165399267778596,0.2686353325843811,0.2689673602581024,0.25916433334350586,Extrapolated,Extrapolated,Estimated,Regular,Outlier,,,0.34106624126434326,0.37052884697914124,0.23623675107955933,0.2921246886253357,-0.23361337184906006,-0.006343112327158451,0.3344983756542206,0.2694846987724304,0.173545703291893,0.10727803409099579,0.10900977998971939,0.11759369820356369,
9912,RUS,Russian Federation,Russian Ruble,1992,2423958.25,2254152.25,148.26858099999998,72.24090576171875,1933.0,2.7888267040252686,1182211.875,1938212.5,2294472.0,2171133.75,15435303.0,,,,2652452.0,1478986.875,2560253.0,20974094.0,,,,0.5192491412162781,0.028991930186748505,0.0358741320669651,0.03600023199717799,0.19885531067848206,0.21488195657730103,0.2270890176296234,Extrapolated,Benchmark,Estimated,Regular,Regular,,,0.33173543214797974,0.34820547699928284,0.21277816593647003,0.3271477222442627,-0.17238998413085938,-0.04747678339481354,0.23551298677921295,0.2399439513683319,0.1417035311460495,0.39426475763320923,0.48112747073173523,0.18186840415000916,
9913,RUS,Russian Federation,Russian Ruble,1993,2004084.0,1934672.0,148.37358,71.16510772705078,1939.0,2.82214093208313,1155399.5,1691077.25,1894279.875,1820858.25,15296944.0,,,,2421689.0,1462822.375,2231396.5,20777954.0,,,,0.5192491412162781,0.02135651372373104,0.035110559314489365,0.34759620056356194,0.24162857234477997,0.24326464533805847,0.25307369232177734,Extrapolated,Benchmark,Estimated,Regular,Regular,,,0.40027308464050293,0.2941896915435791,0.23426257073879242,0.20171542465686798,-0.12036525458097458,-0.01007552444934845,0.2779361605644226,0.2467934787273407,0.17959155142307281,0.43672871589660645,0.4851684868335724,0.19610315561294556,
9914,RUS,Russian Federation,Russian Ruble,1994,1672902.125,1645076.375,148.34944099999998,68.7291259765625,1895.0,2.8558530807495117,1138915.375,1493063.625,1570755.0,1536852.125,15053947.0,0.29897502064704895,0.3441750407218933,0.32969164848327637,2114134.25,1439720.0,1966322.0,20446222.0,1.0251364707946777,0.6123037934303284,0.6039667725563049,0.5192491412162781,0.009999999776482582,0.033940911293029785,1.388210031340606,0.24504448473453522,0.26158034801483154,0.26735079288482666,Extrapolated,Benchmark,Estimated,Regular,Lower bound,,,0.4706113338470459,0.23043741285800934,0.2704588770866394,0.14799891412258148,-0.09157102555036545,-0.027935482561588287,0.2640572488307953,0.3147585391998291,0.21196138858795166,0.45688700675964355,0.5124623775482178,0.2538001239299774,0.23125934600830078
9915,RUS,Russian Federation,Russian Ruble,1995,1561758.625,1542873.0,148.227466,66.7138442993164,1891.0,2.889967918395996,1119423.125,1419796.375,1458683.375,1428467.5,14809888.0,0.27692192792892456,0.3309609889984131,0.3249635100364685,2027454.875,1405223.5,1862939.75,20128332.0,0.9804540872573853,0.6061779260635376,0.590706467628479,0.5192491412162781,0.009999999776482582,0.03277655318379402,3.576217486581035,0.2527487874031067,0.2757931351661682,0.2816268801689148,Extrapolated,Benchmark,Estimated,Regular,Lower bound,,,0.4922375977039337,0.21027660369873047,0.29141563177108765,0.14418445527553558,-0.09589006751775742,-0.04222418740391731,0.29584401845932007,0.36167407035827637,0.17995554208755493,0.4929955005645752,0.5389813184738159,0.2635696232318878,0.23283743858337402
